paper_id,title,venue,year,citations,clean_accuracy_source_target_separate,transfer_denominator_clean_correct,conditions_on_source_attack_success,reports_absolute_counts,numeric_linf_or_l2_budget,artifacts_sufficient_to_recompute,evidence
d4473a41c9f7b4095599bec14ea0a88e7041e737,Improving Adversarial Robustness of Ensembles with Diversity Training,arXiv.org,2019,157,yes,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_all_targets; Table 2 CLEAN column; Section 4.1; A separate clean accuracy is printed for every target ensemble in the same table as its attacked accuracies. Surrogate clean accuracy is not printed. | f2=unresolved_scope; Section 4.1; No clean-correct restriction or explicit inclusion statement. | f3=unresolved_scope; Section 4.1; No surrogate-success restriction or explicit inclusion statement. | f4=denominator_unstated; Table 2; One-decimal accuracies without a stated number of evaluated inputs. | f5=explicit_linf_radius_all_results; Sections 2.1, 2.3; Section 4.1; Table 2 caption; L-infinity epsilon = 0.1/0.3 (MNIST) and 0.03/0.09 (CIFAR-10) for all attacks. | f6=no_author_release_located; artifact_checks below; The paper links no code or models, and a repository search found none."
f5014e34ed13191082cd20cc279ca4cc9adee84f,Stealing Neural Networks via Timing Side Channels,arXiv.org,2018,157,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Table III; Target and substitute CIFAR-10 test accuracies are reported for extraction fidelity, not for a transfer-attack evaluation. | f2=not_applicable_to_located_results; Section VII; No adversarial transfer denominator exists. | f3=not_applicable_to_located_results; Section VII; No adversarial examples are generated. | f4=not_applicable_to_located_results; Tables I-V; Reported values are timings, regression errors and accuracies. | f5=not_applicable_to_located_results; Paper; No perturbation budget applies. | f6=not_applicable_to_located_results; Paper; No code is linked; with no transfer configuration this is neither a transfer recomputability success nor a failure."
dde69b706a2f0a68bd6b8fb90c187a935c6a5c6a,Adversarial Attack and Defense on Point Sets,arXiv.org,2019,155,yes,unclear,unclear,unclear,unclear,unclear,"f1=separate_clean_values_on_transfer_populations; Tables V-VI pre-attacking accuracies; Section VI-B; Table I text (89.20%); Every PC-Net transfer cell prints the target's clean accuracy on the same transferred set, and the MNIST scopes print clean accuracies for the CNN (99.1%) and PointNet (99.2%). | f2=unresolved_scope; Tables V-VI; Section VI-B; The PC-Net scope explicitly includes target-misclassified examples (no); the MNIST scopes are unresolved. | f3=unresolved_scope; Eq. 6; Tables I, V-VI; Section VI-B; The PC-Net scope is source-success conditioned (yes, by definition and arithmetic); the MNIST scopes are unresolved. Positive conditioning evidence. | f4=denominator_unstated; Tables V-VI; The size of each source's adversarial set is not stated, so the two- and three-decimal rates cannot be converted to counts. | f5=non_lp_chamfer_budget_and_unstated_scope; Eqs. 4, 8; Tables V-VI captions; Section VI-B; The PC-Net transfer budget is an explicit Chamfer pseudo-distance (D_C = 0.03), a non-L-infinity/L2 geometry that is not converted. The PointNet-to-CNN attack budget is not stated. | f6=no_author_release_located; artifact_checks below; The paper links no code; the models were trained with official PointNet/PointNet++/DGCNN code, but the attack and transfer evaluation are not released."
c97ffc7725daf68406ea73d1ee82f5d11f19f448,ColorFool: Semantic Adversarial Colorization,Computer Vision and Pattern Recognition,2019,155,yes,no,no,unclear,no,unclear,"f1=separate_clean_values_all_targets; Table 3 'Acc. on clean images' row; Clean accuracy of all three classifiers on each dataset is printed with the success rates. | f2=all_scopes_explicit_no; Performance measures (p. 5); The success rate is divided by the total number of images. | f3=all_scopes_explicit_no; Performance measures (p. 5); Transfer success uses the same all-image denominator, with no selection by success on the seen classifier. | f4=three_decimal_rates_do_not_identify_counts; Table 3; With 3,000 or 10,000 images, a three-decimal proportion corresponds to about 3 or 10 possible counts, so counts are not uniquely recoverable. | f5=explicit_unrestricted_color_attack_baseline_budgets_unstated; Sections 2-3; Table 1; ColorFool and SemanticAdv are explicitly unrestricted color perturbations with no Lp radius; DeepFool and SparseFool are minimum-norm attacks; the BIM/TI-BIM epsilon is not stated. The proposed method's results explicitly have no norm budget. | f6=release_lacks_transfer_evaluation_code; artifact_checks below; The official repository releases ColorFool generation and segmentation code but no transfer-evaluation script, classifier checkpoints or the sampled image lists. P-Places365 is a private challenge subset."
fda5f4facce9d5567c090d7ac733158e0fe93dc7,DEEPSEC: A Uniform Platform for Security Analysis of Deep Learning Model,IEEE Symposium on Security and Privacy,2019,154,unclear,unclear,yes,unclear,unclear,unclear,"f1=partial_separate_clean_values; Section IV-A; Section V-A; Appendix VIII-B; Clean test accuracy of the original (source) models is reported (99.27% MNIST, 85.95% CIFAR-10); Models 1-3 are said to have 'comparable accuracy' without numbers. | f2=unresolved_scope; Section V-A1; No target-clean-correct restriction or explicit inclusion statement. | f3=all_scopes_explicit_yes; Section V-A1 (p. 11); Table VIII; 'we employ the three trained models to classify the misclassified AEs generated in Section IV-A'. Positive conditioning evidence. | f4=count_reconstruction_candidate_not_verified_all_cells; Tables VIII, XVII; Each row states its AE count (at most 1,000) with one-decimal MR. Ten sampled CIFAR-10 cells (e.g., 88.2% of 897 = 791; 3.7% of 134 = 5) each give a unique count with survey/count_reconstruction.py. Every cell of both tables has not yet been verified, so field 4 stays unclear pending full extraction. | f5=mixed_explicit_linf_radius_and_minimum_norm_attacks; Table VIII Objective column; Appendix IX-A Table XIII; L-infinity attacks state epsilon (e.g., 0.1/0.2 on CIFAR-10, 0.3/0.5 on MNIST). DeepFool, OM, CW2 and the L0 attacks are minimum-norm or L0 attacks without an L-infinity/L2 radius. | f6=release_lacks_transfer_models_and_script; artifact_checks below; The official DEEPSEC repository implements attacks, defenses and evaluations and says how to regenerate models, clean samples and AEs. It contains no script or checkpoints for the case-study Models 1-3; not executed."
428c2e5992d6ed3186c087cba0fdba2ab6a468b2,Improving the Generalization of Adversarial Training with Domain Adaptation,International Conference on Learning Representations,2018,149,yes,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_all_targets; Tables 1 and 4 'Clean (%)' column; Every defended target model has a separate clean test accuracy in the same table. The held-out source model's clean accuracy is not printed. | f2=unresolved_scope; Section 4.1; No clean-correct restriction or explicit inclusion statement. | f3=unresolved_scope; Section 4.1; No source-success restriction or explicit inclusion statement. | f4=denominator_unstated; Tables 1, 4; One-decimal accuracies without stated evaluation-set sizes. | f5=explicit_linf_radius_all_results; Table 1 and 4 captions; Appendix Table 5; L-infinity epsilon 0.1 (Fashion-MNIST), 0.02 (SVHN) and 4/255 (CIFAR-10/100) for all attacks. | f6=partial_release_candidate_unverified; artifact_checks below; The official repository releases training and evaluation code and ATDA/PATDA checkpoints for all four datasets. Baseline and held-out source checkpoints are not identified among the files. Not executed."
c4e0c4a6e82ed58ca57ec36a8ec275db38473ba2,Structure Invariant Transformation for better Adversarial Transferability,IEEE International Conference on Computer Vision,2023,145,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Section 4; No clean accuracy is printed; correctness is used only as a filter. | f2=unresolved_scope; Section 4.1; Section 4.5; The normal-model scope is explicitly clean-correct (yes); the defense scope is unresolved. Positive conditioning evidence. | f3=unresolved_scope; Section 4.2; No source-success rule or explicit inclusion statement. | f4=graphical_or_averaged_rates; Figures 3-11; Tables 1, 3; Most results are bar charts; the tabulated values are averages over victims (Table 3, Figure 8) or a single cell (Table 1) without a stated count. | f5=explicit_linf_radius_all_results; Section 4.1 Evaluation Settings; MI-FGSM-based attacks with epsilon = 16 (L-infinity, sign-step), T = 10, for all experiments. | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository provides SIA and an evaluator on torchvision models with weights='DEFAULT'. Images come from the Admix Drive folder. Default torchvision weights may differ from those used in 2023, and defenses are not included. Not executed."
bcac1b00badd7c8830e10ba4eb813ad79a3222b5,Backpropagating Linearly Improves Transferability of Adversarial Examples,Neural Information Processing Systems,2020,144,unclear,unclear,unclear,unclear,yes,unclear,"f1=partial_separate_clean_values; Supplement Table 5; Benign test accuracy is reported for all normally trained source and victim models (CIFAR-10 test set; 50,000 ImageNet validation images), but not for the two robust victims. | f2=unresolved_scope; Section 5.1; Section 5.2; The main scope is explicitly clean-correct for all victims (yes); the robust-victim scope is unresolved. Positive conditioning evidence. | f3=unresolved_scope; Section 5; No source-success rule or explicit inclusion statement in either scope. | f4=partial_scope_counts_only; Tables 2-4, 6-13; Per-victim two-decimal rates over the stated 5,000 instances have 0.02% resolution and are candidates for unique count reconstruction; they were not extracted cell by cell here. Average columns and the robust-victim scope do not identify counts. | f5=explicit_linf_radius_all_results; Tables 2-4, 6-13 captions; Section 5.2; Untargeted L-infinity attacks with epsilon in {0.1, 0.05, 0.03} (and 16/255, 8/255, 4/255 in supplement F). | f6=candidate_release_selection_lists_not_released; artifact_checks below; The official repository releases attack and test scripts and links a Drive folder of pretrained models. The README asks users to create selected_cifar10.csv and selected_imagenet.csv themselves, so the exact 5,000-instance samples are not released. Not executed."
d73561ab8318ce343f5cb15f96c74f210b6b24fa,Imitation Attacks and Defenses for Black-box Machine Translation Systems,Conference on Empirical Methods in Natural Language Processing,2020,144,unclear,unclear,unclear,unclear,no,unclear,"f1=no_clean_accuracy_defined_for_outcome; Tables 1-2; Clean BLEU of victim and imitation models is reported, which is positive baseline evidence, but a clean classification accuracy is not defined for token-flip or nonsense outcomes. | f2=unresolved_scope; Sections 4-5; No clean-correct analogue exists for these outcomes. | f3=unresolved_scope; Table 4 caption; Section 5; Two scopes are explicitly source-success conditioned (yes); the universal-trigger scope is unresolved. | f4=partial_scope_counts_only; Table 4; Section 4.5; Section 5; The dropper result is an explicit count (76/100). Table 4 transfer rates are over unstated numbers of successful attacks (derivable only approximately from % Inputs x 200). | f5=explicit_discrete_token_attack_not_lp; Sections 4.2-4.3; Token replacement or appended phrases, reported as the percentage of changed tokens or phrase length; no L-infinity/L2 radius applies to discrete text. Reported in the non-image stratum. | f6=hosted_targets_unverifiable; artifact_checks below; The linked fairseq-based attack code is released, but the targets are production APIs as of April 2020 and cannot be recomputed. Not executed."
8e98bef0a7868f05ced457b9433d674ab4adf218,Boosting Adversarial Transferability by Block Shuffle and Rotation,Computer Vision and Pattern Recognition,2023,143,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Section 4; No clean accuracy of any victim is reported. | f2=unresolved_scope; Section 4.1; No clean-correct restriction or explicit inclusion statement. | f3=unresolved_scope; Section 4.2; No source-success restriction or explicit inclusion statement. | f4=denominator_unstated; Tables 1-7; One-decimal rates; the 1,000-image set is described, but the rate denominator is not stated, and averages are included. | f5=explicit_linf_radius_all_results; Section 4.1 Parameters Settings; MI-FGSM-based attacks with epsilon = 16, T = 10 for all experiments. | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository provides mi_bsr.py, TF-slim model definitions and simple_eval.py; images and checkpoints must be obtained separately. Not executed."
060c6c8312cd9277c97379e82db7c36b9321cce2,Towards Transferable Targeted Attack,Computer Vision and Pattern Recognition,2020,142,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Section 4; No clean accuracy is reported; models are described only as well performing. | f2=unresolved_scope; Section 4.1; No clean-correct restriction or explicit inclusion statement. | f3=unresolved_scope; Section 4.4; Tables 1-2; The Figure 7 partition covers all adversarial examples (no); the success-rate tables state no rule. | f4=denominator_unstated; Tables 1-2; supplement Tables 1-4; One-decimal rates without a stated denominator; Figure 7 is graphical. | f5=explicit_linf_radius_all_results; Section 4.1 Parameters; supplement Tables 3-4; Maximum per-pixel perturbation epsilon = 16 (sign-gradient iterative attacks), with an explicit epsilon sweep in the supplement. | f6=no_author_release_located; artifact_checks below; The paper links only public model checkpoints; no author attack code was located."
3f2095bbbf3e47fbac26da70e95a219c23e3bac9,Black-Box Adversarial Attack with Transferable Model-based Embedding,International Conference on Learning Representations,2019,140,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Section 4.1; Target clean accuracies are mentioned (about 99% on MNIST), but no transferred-example evaluation exists. | f2=not_applicable_to_located_results; Section 4; 'Only correctly classified images were counted towards success rate and average queries', recorded as positive setup evidence for the query attacks; no transfer denominator exists. | f3=not_applicable_to_located_results; Section 4; Success is defined for the query attack within the query limit. | f4=not_applicable_to_located_results; Tables 1-3; Counts would concern query-attack success. | f5=not_applicable_to_located_results; Tables 1-3 captions; Explicit L-infinity bounds (e.g., 0.2 on MNIST) are recorded as setup evidence for query attacks. | f6=not_applicable_to_located_results; Section 4 footnote 1; Code is linked (github.com/TransEmbedBA/TREMBA), but with no transfer configuration it is neither a transfer recomputability success nor a failure."
1a6446a451472b1c5815ce3e00cf84eb7e641a2a,Universal Adversarial Perturbations for Speech Recognition Systems,Interspeech,2019,139,unclear,no,no,unclear,yes,unclear,"f1=no_clean_accuracy_defined_for_outcome; Sections 4-5; Success is defined against the model's own clean transcription; clean word/character error rates of DeepSpeech and WaveNet are not reported. | f2=all_scopes_explicit_no; Section 4 (p. 3); Section 5.2; The entire validation set is evaluated. | f3=all_scopes_explicit_no; Section 4; Section 5.2; The same universal perturbation is added to every validation clip and all clips are scored on WaveNet. | f4=denominator_unstated; Table 2; Two-decimal success rates over a validation set whose size is not stated. | f5=explicit_linf_radius_all_results; Section 3.3 (//v//_inf < epsilon); Tables 1-2; Explicit L-infinity bounds 100-400 (raw waveform units), with the corresponding mean relative loudness dB_x(v). | f6=no_author_release_located; Section 1 footnote; Only a sound-example web page is linked; DeepSpeech and WaveNet are public, but the perturbations and evaluation code are not identified."
36ad06e6f9b39192e7668634eadd6fcf9593e922,Efficient Adversarial Training With Transferable Adversarial Examples,Computer Vision and Pattern Recognition,2019,138,unclear,unclear,unclear,unclear,unclear,unclear,"f1=separate_clean_values_not_located_for_transfer_scope; Section 3.1; Tables 3-4; Natural accuracies are reported for the adversarially trained models in the white-box evaluation tables, but not for the Figure 1 source and target models. | f2=unresolved_scope; Section 3.1; No population rule stated. | f3=unresolved_scope; Section 3.1; The ratio metric counts source and target misclassifications separately; no filter is stated. | f4=graphical_ratio_outcome; Figure 1; Only graphical ratios are reported. | f5=budget_not_stated_for_transfer_scope; Section 3.1; Section 5.1; Section 5.1 states L-infinity 0.3/0.031 for training and evaluation, but the Section 3.1 transfer attack parameters are not given. | f6=code_release_transfer_configuration_unverified; Abstract code link; Code is linked (github.com/hzzheng93/ATTA) for ATTA training; its coverage of the Figure 1 analysis was not verified."
765896e190d03a99f384bbedc412d2a52cf98cea,Deceiving End-to-End Deep Learning Malware Detectors using Adversarial Examples,,2018,135,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Section 4 Detection Evasion; Detector accuracy (98% validation, 97% test) is reported as setup evidence; no cross-model evaluation exists. | f2=not_applicable_to_located_results; Section 2; Attacks start from correctly classified malicious files, recorded as setup evidence; no transfer denominator exists. | f3=not_applicable_to_located_results; Section 4; No source-to-target model transfer step exists. | f4=not_applicable_to_located_results; Section 4; Counts would concern same-model evasion. | f5=not_applicable_to_located_results; Section 3; The payload is iterated in embedding space until misclassification, with a byte-length budget; no transfer result exists to which the field applies. | f6=not_applicable_to_located_results; Paper; No code is linked; with no transfer configuration this is neither a transfer recomputability success nor a failure."
63dc08b8efd67cf788cd17301bdfaf74d9450d93,Semantic Robustness of Models of Source Code,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",2020,134,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Table 2 'Nor' columns; Clean test F1 is reported beside adversarial F1 for every model, positive setup evidence, but no transfer evaluation exists. | f2=not_applicable_to_located_results; Section 5.1; Every test point is attacked on the evaluated model; no transfer denominator exists. | f3=not_applicable_to_located_results; Section 5; No source-to-target transfer step exists. | f4=not_applicable_to_located_results; Tables 1-2, 5; F1 scores, not counts. | f5=not_applicable_to_located_results; Section 4; Table 1; Budgets are numbers of program transformations k, a discrete non-Lp constraint; no transfer result exists. | f6=not_applicable_to_located_results; Paper; No transfer configuration exists, so this is neither a transfer recomputability success nor a failure."
538f0c8379f9e091d4769ec3bdff6eb45130554f,Boosting the Transferability of Adversarial Attacks with Reverse Adversarial Perturbation,Neural Information Processing Systems,2022,133,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Section 4; Appendices; No clean accuracy is reported for surrogates, victims, defenses or the API. | f2=unresolved_scope; Section 4.1; No clean-correct restriction or explicit inclusion statement in any scope. | f3=unresolved_scope; Section 4; No surrogate-success restriction or explicit inclusion statement. | f4=partial_scope_counts_only; Section 4.7; Tables 1-11; The Google API scope reports explicit counts (232 and 342 of 500). Table cells are one-decimal rates without a stated denominator. | f5=explicit_linf_radius_all_results; Section 4.1 Implementation Details; Perturbations restricted to L-infinity 16/255 for all attacks. | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository contains a single rap_attack.py and README; models are public (timm/torchvision), but evaluation scripts and defended models are not included. Not executed."
0ab0b3cf5811a219339ad3715ce719f550122a62,Universal Adversarial Attack on Attention and the Resulting Dataset DAmageNet,IEEE Transactions on Pattern Analysis and Machine Intelligence,2020,133,yes,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_all_transfer_victims; Table 5 'ImageNet' column; Clean top-1 error on ImageNet validation is printed for every victim model, including adversarially trained ones. | f2=mixed_explicit; Section 4.1; Section 4.4; The random-200 scope explicitly skips victim-incorrect samples (yes); DAmageNet evaluates all 50,000 images (no). Both are explicit; positive conditioning evidence. | f3=unresolved_scope; Section 4.1; Section 4.4; DAmageNet retains all generated samples (no); the random-200 scope states no surrogate-success rule. | f4=averaged_or_nonunique_rates; Tables 1-5; Tables 1-4 are means over five repetitions. Table 5's two-decimal rates over 50,000 images correspond to about five possible counts each, so counts are not unique. | f5=explicit_linf_radius_all_results; Section 4.1; Algorithm 1; L-infinity epsilon = 0.1 x 255 with an RMSE stopping threshold eta = 7. DAmageNet uses SI-AoA with average RMSE 7.23; its epsilon is not restated but follows the stated AoA setting. | f6=candidate_release_sufficiency_unverified; Section 4.4; artifact_checks below; The DAmageNet dataset is published and the victims are public Keras Applications models, so Table 5 could in principle be recomputed. The dataset contents, hashes and model-version correspondence were not verified."
94b94c545cbb90e2d1ab316758a910c53ed95b66,Rethinking Model Ensemble in Transfer-based Adversarial Attacks,International Conference on Learning Representations,2023,131,unclear,unclear,unclear,unclear,unclear,unclear,"f1=separate_clean_values_not_located; Section 4; Appendix C; No clean accuracy of the black-box models, clean detector mAP or clean Bard behaviour is reported. | f2=unresolved_scope; Section 4; No clean-correct restriction or explicit inclusion statement in any scope. | f3=unresolved_scope; Section 4; No surrogate-success restriction or explicit inclusion statement. | f4=partial_scope_counts_only; Tables 1-3, C.1-C.5; Table 3's integers over 100 images are counts; classification rates have no stated denominator; mAP is continuous. | f5=mixed_explicit_linf_and_patch_attacks; Section 4.1; Section 4.2; Table 3; Classification and Bard attacks state L-infinity epsilon (16/255, 4/255, 32/255); the detector attack is a universal patch without an Lp radius (explicit design). | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository is a broad attack/defense library (286 files) with public models; the Bard target cannot be recomputed. Not executed."
9e5dd10d0706cec7d16e03f45f8a347c194d5888,Improving the Transferability of Adversarial Samples with Adversarial Transformations,Computer Vision and Pattern Recognition,2021,127,unclear,unclear,unclear,unclear,yes,unclear,f1=separate_clean_values_not_located; Section 4; No clean accuracy is reported. | f2=unresolved_scope; Section 4.1; 'Nearly all' correctly classified is not an explicit restriction or an explicit inclusion statement; coded unclear rather than yes. | f3=unresolved_scope; Section 4; No source-success rule stated. | f4=denominator_unstated; Tables 1-4; One-decimal rates; the rate denominator is not stated. | f5=explicit_linf_radius_all_results; Section 4.1 Implementation; Perturbation budget epsilon = 16 for all attacks (sign-gradient iterative L-infinity attacks). | f6=no_author_release_located; artifact_checks below; No code link in the paper and no author repository found by search.
c6a3aff5cb098a402f5384ed46b333dad672044a,Curls & Whey: Boosting Black-Box Adversarial Attacks,Computer Vision and Pattern Recognition,2019,127,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Section 4.1; No clean accuracies are reported and no transfer rate exists. | f2=not_applicable_to_located_results; Section 4.1; Images 'that can be correctly classified by all target models' (10,000 ImageNet; 2,000 Tiny-ImageNet) are used, recorded as setup evidence for the query-assisted search; no transfer denominator exists. | f3=not_applicable_to_located_results; Section 4; The outcome is a perturbation size found with target queries. | f4=not_applicable_to_located_results; Tables 1-5; L2 distance medians and means, not counts. | f5=not_applicable_to_located_results; Section 4.2; The perturbation size is the measured outcome (minimised L2), with an outer loop searching epsilon; no fixed budget applies. | f6=not_applicable_to_located_results; Section 1 code link; Code is linked (github.com/walegahaha/Curls-Whey), but with no transfer-rate configuration this is neither a success nor a failure for the field."
16a8e329c06b4c6f61762da7fa77a84bf3e12dca,"Model Extraction and Adversarial Transferability, Your BERT is Vulnerable!",North American Chapter of the Association for Computational Linguistics,2021,125,yes,unclear,unclear,unclear,no,unclear,"f1=separate_clean_values_all_targets; Tables 2, 6 (parentheses), 7; Victim accuracy on the held-out set is reported for every dataset, and defended-victim accuracy is given in parentheses in Table 6; extracted-model accuracies are also reported. | f2=unresolved_scope; Section 4.3; No clean-correct restriction or explicit inclusion statement. | f3=unresolved_scope; Section 4.3; No source-success restriction or explicit inclusion statement. | f4=denominator_unstated; Tables 4-6, 8; One-decimal rates; the attacked subset and its size are not stated. | f5=explicit_discrete_token_attack_not_lp; Section 4.3; Typo corruptions (insertion, deletion, swap, mistype, pronounce, replace-W) of gradient-selected tokens; no L-infinity/L2 radius applies to text. Reported in the non-image stratum. | f6=candidate_release_sufficiency_unverified; Section 1 footnote; Code is linked (github.com/xlhex/extract_and_transfer); datasets are public, but victim/extracted checkpoints and the evaluated subset were not verified. Not executed."
f90e535758ba262ebbdd1e7966f6645eff535604,T-SEA: Transfer-Based Self-Ensemble Attack on Object Detection,Computer Vision and Pattern Recognition,2022,121,unclear,unclear,unclear,unclear,no,unclear,"f1=no_clean_accuracy_defined_for_outcome; Section 4.1; Clean predictions are the reference (mAP = 1 by construction), so no separate clean accuracy exists for this outcome. | f2=unresolved_scope; Section 4.1; Detection mAP has no per-image clean-correct event. | f3=unresolved_scope; Section 4.1; No source-success rule applies to a universal patch. | f4=continuous_outcome_counts_not_applicable; Tables 1-5; mAP values, not counts. | f5=explicit_patch_attack_without_linf_l2_budget; Section 4.1 Optimization Details; A 300 x 300 adversarial patch at scale 0.15 without an Lp radius; an explicit design, as for rank 14. | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository provides training and evaluate.py for the detectors; datasets are public. Detector weights and trained patches were not verified. Not executed."
84421139efaae7862116f39d4df1cd5ea27103fc,Adversarial Threats to DeepFake Detection: A Practical Perspective,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),2020,120,unclear,yes,unclear,unclear,yes,unclear,"f1=clean_metric_on_different_population; Table 1; Detection AUC on the DFDC test set is reported for each detector, but no clean accuracy on the 200 evaluation videos is printed (only used to exclude mispredicted videos). | f2=all_scopes_explicit_yes; Section 4.1 Evaluation Metrics; Originally mispredicted videos are excluded for each detection method. Positive conditioning evidence. | f3=unresolved_scope; Section 4; No victim-success rule is stated. | f4=denominator_unstated; Tables 3-5; Denominators vary with each detector's correctly predicted videos and are not stated (e.g., 68.75%). | f5=explicit_linf_radius_all_results; Section 4.2; Section 4.3; Table 5; Figure 6; L-infinity epsilon = 16/255 for per-frame attacks (transfer attack uses the same hyperparameters) and 40/255 with a sweep for universal perturbations; measured mean L-infinity is also reported. | f6=no_author_release_located; Section 1 footnote; Only a video-example site is linked; detectors are public DFDC entries, but the attack code is not identified."
7f1e602a44b56b9853fcc2063df9593e7b79ba22,Adversarial Examples in Modern Machine Learning: A Review,arXiv.org,2019,120,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Table 4; No transfer evaluation exists; Table 4 is white-box. | f2=not_applicable_to_located_results; Table 4 discussion; White-box attacks were run on correctly classified test instances, recorded as setup evidence; no transfer denominator exists. | f3=not_applicable_to_located_results; Paper; No source-to-target transfer step in original experiments. | f4=not_applicable_to_located_results; Table 4; Not a transfer outcome. | f5=not_applicable_to_located_results; Table 4 caption; JSMA parameters (/theta/ = 1, epsilon = 1) apply to white-box L0 attacks. | f6=not_applicable_to_located_results; Paper; No transfer configuration exists."
11f767a0ad2b7b005fbdaea4a6139a7db9a7c93d,Understanding and Enhancing the Transferability of Adversarial Examples,arXiv.org,2018,119,unclear,unclear,unclear,unclear,yes,unclear,"f1=partial_separate_clean_values; Section 3.4; Figure 1; CIFAR-10 test accuracies are printed and MNIST accuracies bounded (>98%). ImageNet accuracies are deferred to an external website and plotted in Figure 1 only. | f2=unresolved_scope; Section 3.4; Section 6.3; ImageNet and destruction scopes are explicitly clean-correct (yes); MNIST/CIFAR scopes are unresolved. Positive conditioning evidence. | f3=unresolved_scope; Eq. 7; Section 6.3; No scope states that source failures are retained or removed: Eq. 7 averages over an unspecified set of adversarial pairs, and the destruction rate conditions on the evaluated model. Downgraded from group-level no in the 25 September 2026 consistency sweep. | f4=denominator_stated_counts_not_extracted; Tables 1, 4-9; ImageNet one-decimal rates over the stated 5,000 images would map to unique counts, but they were not extracted cell by cell; MNIST/CIFAR denominators are unstated. | f5=explicit_linf_radius_all_results; Table captions; Figure 1, 4 captions; Sign-gradient L-infinity attacks with explicit epsilon (e.g., 15 or 20 on ImageNet, 10 on CIFAR-10, 40 on MNIST, pixel scale 0-255). | f6=no_author_release_located; Paper; No code is linked; models are public PyTorch checkpoints but the sampled images and attack code are not released."
75bd07e920f631102723cca4fee996829cb41c0e,Universal Adversarial Examples in Remote Sensing: Methodology and Benchmark,IEEE Transactions on Geoscience and Remote Sensing,2022,117,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Section IV; No clean accuracy of the classifiers or clean segmentation accuracy is reported. | f2=unresolved_scope; Section IV-B; The classification scope explicitly includes all test samples (no); the segmentation scope is unresolved by outcome mapping. | f3=unresolved_scope; Section IV-B; Classification SR counts all test samples (no); segmentation is unresolved. | f4=denominator_implied_counts_not_extracted; Tables I-II; Classification denominators follow from the 50% splits (1,050 UCM; 5,000 AID), and two-decimal rates would map to unique counts, but the split sizes are not printed and no cell was extracted. | f5=explicit_linf_radius_all_results; Section IV-B (p. 9); 'The perturbation level epsilon and the step size alpha in all methods are fixed to 1'; all methods use the L-infinity norm (the pixel scale is not restated). | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository provides attack, pretraining and test scripts, including test_cls_uae_rs.py for the released UAE-RS adversarial dataset. The splits and checkpoints needed to recompute Tables I-II were not verified. Not executed."
47b4744162537f40572cdd723f8f37fb489a3e75,A Unified Approach to Interpreting and Boosting Adversarial Transferability,International Conference on Learning Representations,2020,117,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Section 5; Appendices; No clean accuracy is reported. | f2=unresolved_scope; Appendix K; Table 3; Figure 1; The LOO scope includes all examples (no); the other scopes are unresolved. | f3=unresolved_scope; Appendix K; Table 3; The LOO scope includes all examples (no); the other scopes are unresolved. | f4=averaged_rates_not_single_proportions; Tables 1-4, 7-10; Values are means ± std over three repetitions. | f5=explicit_linf_l2_radius_all_results; Section 5 (p. 8); L-infinity epsilon = 16/255 and L2 epsilon = 16/255 x sqrt(n) for all attacks. | f6=candidate_release_sufficiency_unverified; Section 1 footnote; Code is linked (github.com/xherdan76/A-Unified-Approach-to-Interpreting-and-Boosting-Adversarial-Transferability); the sampled images and checkpoints were not verified. Not executed."
